material,category,item_type,locality,unit,quantity,quality,days_index,date,base_reference_price,price,city,synthetic
Hard Plastic,Plastic,hard,Sodala,kg,30.5,clean,109,2026-06-22,5.0,4.56,Jaipur,true
Hard Plastic,Plastic,hard,Shyam Nagar,kg,89.4,clean,40,2026-04-14,5.0,4.92,Jaipur,true
Hard Plastic,Plastic,hard,Vaishali Nagar,kg,10.1,mixed,150,2026-08-02,5.0,5.03,Jaipur,true
Hard Plastic,Plastic,hard,MI Road,kg,35.5,mixed,47,2026-04-21,5.0,4.24,Jaipur,true
Hard Plastic,Plastic,hard,Airport Area,kg,99.8,dirty,145,2026-07-28,5.0,4.16,Jaipur,true
Hard Plastic,Plastic,hard,Patrakar Colony,kg,76.1,mixed,93,2026-06-06,5.0,3.96,Jaipur,true
Hard Plastic,Plastic,hard,Barkat Nagar,kg,59.6,dirty,89,2026-06-02,5.0,3.79,Jaipur,true
Hard Plastic,Plastic,hard,Mahesh Nagar,kg,26.3,dirty,23,2026-03-28,5.0,4.19,Jaipur,true
Hard Plastic,Plastic,hard,Vaishali Nagar,kg,88.1,mixed,144,2026-07-27,5.0,5.11,Jaipur,true
Hard Plastic,Plastic,hard,Mahesh Nagar,kg,21.4,dirty,111,2026-06-24,5.0,3.98,Jaipur,true
Hard Plastic,Plastic,hard,Chandpole,kg,16.0,mixed,20,2026-03-25,5.0,4.72,Jaipur,true
Hard Plastic,Plastic,hard,Patrakar Colony,kg,117.9,damaged,165,2026-08-17,5.0,3.76,Jaipur,true
Hard Plastic,Plastic,hard,Patrakar Colony,kg,107.4,clean,16,2026-03-21,5.0,4.73,Jaipur,true
Hard Plastic,Plastic,hard,Nirman Nagar,kg,27.7,dirty,175,2026-08-27,5.0,4.38,Jaipur,true
Hard Plastic,Plastic,hard,MI Road,kg,73.3,clean,146,2026-07-29,5.0,4.83,Jaipur,true
Hard Plastic,Plastic,hard,C-Scheme,kg,51.4,mixed,81,2026-05-25,5.0,4.35,Jaipur,true
Hard Plastic,Plastic,hard,Tonk Road,kg,7.7,mixed,42,2026-04-16,5.0,4.38,Jaipur,true
Hard Plastic,Plastic,hard,Durgapura,kg,2.5,damaged,117,2026-06-30,5.0,3.46,Jaipur,true
Hard Plastic,Plastic,hard,Adarsh Nagar,kg,41.6,mixed,142,2026-07-25,5.0,4.37,Jaipur,true
Hard Plastic,Plastic,hard,Patrakar Colony,kg,15.6,dirty,169,2026-08-21,5.0,4.17,Jaipur,true
Hard Plastic,Plastic,hard,C-Scheme,kg,117.6,clean,51,2026-04-25,5.0,4.78,Jaipur,true
Hard Plastic,Plastic,hard,Mahesh Nagar,kg,13.7,clean,102,2026-06-15,5.0,4.96,Jaipur,true
Hard Plastic,Plastic,hard,Malviya Nagar,kg,100.9,clean,128,2026-07-11,5.0,4.62,Jaipur,true
Hard Plastic,Plastic,hard,Ramnagariya,kg,39.5,mixed,127,2026-07-10,5.0,4.13,Jaipur,true
Hard Plastic,Plastic,hard,Civil Lines,kg,112.1,clean,173,2026-08-25,5.0,5.68,Jaipur,true
Hard Plastic,Plastic,hard,MI Road,kg,22.4,mixed,68,2026-05-12,5.0,4.01,Jaipur,true
Hard Plastic,Plastic,hard,Vaishali Nagar,kg,69.6,damaged,52,2026-04-26,5.0,3.61,Jaipur,true
Hard Plastic,Plastic,hard,Civil Lines,kg,52.5,dirty,93,2026-06-06,5.0,3.68,Jaipur,true
Hard Plastic,Plastic,hard,MI Road,kg,51.2,mixed,110,2026-06-23,5.0,4.33,Jaipur,true
Hard Plastic,Plastic,hard,Adarsh Nagar,kg,19.1,mixed,148,2026-07-31,5.0,4.33,Jaipur,true
Hard Plastic,Plastic,hard,Barkat Nagar,kg,38.6,damaged,132,2026-07-15,5.0,3.66,Jaipur,true
Hard Plastic,Plastic,hard,Durgapura,kg,43.1,mixed,8,2026-03-13,5.0,4.75,Jaipur,true
Hard Plastic,Plastic,hard,Patrakar Colony,kg,110.9,mixed,52,2026-04-26,5.0,4.24,Jaipur,true
Hard Plastic,Plastic,hard,Tonk Road,kg,60.5,dirty,8,2026-03-13,5.0,3.97,Jaipur,true
Hard Plastic,Plastic,hard,Mansarovar,kg,115.9,mixed,8,2026-03-13,5.0,5.29,Jaipur,true
Hard Plastic,Plastic,hard,Gopalpura,kg,58.2,clean,93,2026-06-06,5.0,4.26,Jaipur,true
Hard Plastic,Plastic,hard,C-Scheme,kg,8.4,clean,143,2026-07-26,5.0,4.86,Jaipur,true
PET Bottle,Plastic,bottle,Model Town,kg,83.4,clean,96,2026-06-09,20.0,18.66,Jaipur,true
PET Bottle,Plastic,bottle,Civil Lines,kg,119.5,dirty,92,2026-06-05,20.0,14.72,Jaipur,true
PET Bottle,Plastic,bottle,Hasanpura,kg,3.8,mixed,136,2026-07-19,20.0,19.09,Jaipur,true
PET Bottle,Plastic,bottle,C-Scheme,kg,22.3,mixed,90,2026-06-03,20.0,16.32,Jaipur,true
PET Bottle,Plastic,bottle,Hasanpura,kg,53.6,clean,164,2026-08-16,20.0,24.1,Jaipur,true
PET Bottle,Plastic,bottle,MI Road,kg,36.0,clean,48,2026-04-22,20.0,17.83,Jaipur,true
PET Bottle,Plastic,bottle,Adarsh Nagar,kg,20.2,damaged,74,2026-05-18,20.0,11.36,Jaipur,true
PET Bottle,Plastic,bottle,Gopalpura,kg,87.6,clean,96,2026-06-09,20.0,17.73,Jaipur,true
PET Bottle,Plastic,bottle,Barkat Nagar,kg,82.0,mixed,129,2026-07-12,20.0,20.11,Jaipur,true
PET Bottle,Plastic,bottle,Durgapura,kg,39.0,damaged,30,2026-04-04,20.0,13.69,Jaipur,true
PET Bottle,Plastic,bottle,C-Scheme,kg,33.4,mixed,119,2026-07-02,20.0,18.11,Jaipur,true
PET Bottle,Plastic,bottle,Gopalpura,kg,35.1,clean,7,2026-03-12,20.0,19.44,Jaipur,true
PET Bottle,Plastic,bottle,Gopalpura,kg,102.0,clean,51,2026-04-25,20.0,18.37,Jaipur,true
PET Bottle,Plastic,bottle,Tonk Road,kg,48.2,mixed,71,2026-05-15,20.0,15.47,Jaipur,true
PET Bottle,Plastic,bottle,Airport Area,kg,45.2,mixed,1,2026-03-06,20.0,19.96,Jaipur,true
PET Bottle,Plastic,bottle,Nirman Nagar,kg,1.4,mixed,64,2026-05-08,20.0,17.39,Jaipur,true
PET Bottle,Plastic,bottle,Raja Park,kg,7.2,clean,112,2026-06-25,20.0,18.8,Jaipur,true
PET Bottle,Plastic,bottle,Hasanpura,kg,5.0,dirty,74,2026-05-18,20.0,14.67,Jaipur,true
PET Bottle,Plastic,bottle,Raja Park,kg,79.0,mixed,149,2026-08-01,20.0,19.67,Jaipur,true
PET Bottle,Plastic,bottle,Shyam Nagar,kg,102.7,mixed,49,2026-04-23,20.0,17.85,Jaipur,true
PET Bottle,Plastic,bottle,Malviya Nagar,kg,103.1,mixed,174,2026-08-26,20.0,19.68,Jaipur,true
PET Bottle,Plastic,bottle,Malviya Nagar,kg,109.7,dirty,55,2026-04-29,20.0,14.76,Jaipur,true
PET Bottle,Plastic,bottle,Malviya Nagar,kg,91.7,dirty,85,2026-05-29,20.0,13.86,Jaipur,true
PET Bottle,Plastic,bottle,MI Road,kg,54.2,damaged,106,2026-06-19,20.0,13.29,Jaipur,true
PET Bottle,Plastic,bottle,Raja Park,kg,90.7,mixed,59,2026-05-03,20.0,17.75,Jaipur,true
PET Bottle,Plastic,bottle,Barkat Nagar,kg,101.7,dirty,139,2026-07-22,20.0,17.34,Jaipur,true
PET Bottle,Plastic,bottle,Sodala,kg,98.2,clean,140,2026-07-23,20.0,20.12,Jaipur,true
PET Bottle,Plastic,bottle,Chandpole,kg,17.7,mixed,40,2026-04-14,20.0,19.21,Jaipur,true
PET Bottle,Plastic,bottle,Shyam Nagar,kg,114.9,mixed,85,2026-05-29,20.0,16.82,Jaipur,true
PET Bottle,Plastic,bottle,Malviya Nagar,kg,100.2,clean,52,2026-04-26,20.0,17.8,Jaipur,true
PET Bottle,Plastic,bottle,Hasanpura,kg,71.8,dirty,65,2026-05-09,20.0,16.01,Jaipur,true
PET Bottle,Plastic,bottle,C-Scheme,kg,76.8,mixed,2,2026-03-07,20.0,20.54,Jaipur,true
PET Bottle,Plastic,bottle,Tonk Road,kg,15.1,clean,74,2026-05-18,20.0,16.18,Jaipur,true
PET Bottle,Plastic,bottle,Nirman Nagar,kg,63.0,damaged,34,2026-04-08,20.0,14.77,Jaipur,true
PET Bottle,Plastic,bottle,Hasanpura,kg,20.7,mixed,149,2026-08-01,20.0,20.03,Jaipur,true
PET Bottle,Plastic,bottle,Mahesh Nagar,kg,77.9,mixed,18,2026-03-23,20.0,20.78,Jaipur,true
PET Bottle,Plastic,bottle,Sodala,kg,77.6,mixed,87,2026-05-31,20.0,16.62,Jaipur,true
PET Bottle,Plastic,bottle,Chandpole,kg,34.9,mixed,133,2026-07-16,20.0,18.59,Jaipur,true
PET Bottle,Plastic,bottle,Patrakar Colony,kg,9.4,mixed,32,2026-04-06,20.0,17.07,Jaipur,true
PET Bottle,Plastic,bottle,Tonk Road,kg,98.7,mixed,105,2026-06-18,20.0,17.48,Jaipur,true
PET Bottle,Plastic,bottle,Civil Lines,kg,107.2,mixed,82,2026-05-26,20.0,18.12,Jaipur,true
PET Bottle,Plastic,bottle,Mansarovar,kg,14.5,clean,23,2026-03-28,20.0,20.87,Jaipur,true
PET Bottle,Plastic,bottle,Durgapura,kg,88.6,clean,51,2026-04-25,20.0,19.2,Jaipur,true
PET Bottle,Plastic,bottle,Hasanpura,kg,52.3,clean,30,2026-04-04,20.0,21.11,Jaipur,true
PET Bottle,Plastic,bottle,C-Scheme,kg,42.5,mixed,158,2026-08-10,20.0,20.34,Jaipur,true
PET Bottle,Plastic,bottle,Patrakar Colony,kg,112.0,damaged,173,2026-08-25,20.0,14.84,Jaipur,true
PET Bottle,Plastic,bottle,Tonk Road,kg,39.1,clean,73,2026-05-17,20.0,16.47,Jaipur,true
PET Bottle,Plastic,bottle,Malviya Nagar,kg,51.2,mixed,43,2026-04-17,20.0,17.61,Jaipur,true
PET Bottle,Plastic,bottle,Nirman Nagar,kg,2.6,mixed,14,2026-03-19,20.0,19.09,Jaipur,true
PET Bottle,Plastic,bottle,Patrakar Colony,kg,73.9,clean,42,2026-04-16,20.0,18.9,Jaipur,true
PET Bottle,Plastic,bottle,Nirman Nagar,kg,111.7,mixed,36,2026-04-10,20.0,19.23,Jaipur,true
PET Bottle,Plastic,bottle,Hasanpura,kg,55.2,dirty,175,2026-08-27,20.0,19.02,Jaipur,true
PET Bottle,Plastic,bottle,Durgapura,kg,75.4,mixed,143,2026-07-26,20.0,19.35,Jaipur,true
PET Bottle,Plastic,bottle,Model Town,kg,90.4,mixed,133,2026-07-16,20.0,18.95,Jaipur,true
PET Bottle,Plastic,bottle,Chandpole,kg,59.4,damaged,79,2026-05-23,20.0,13.06,Jaipur,true
PET Bottle,Plastic,bottle,Ramnagariya,kg,77.6,mixed,34,2026-04-08,20.0,18.04,Jaipur,true
PET Bottle,Plastic,bottle,Civil Lines,kg,14.7,clean,97,2026-06-10,20.0,17.95,Jaipur,true
PET Bottle,Plastic,bottle,MI Road,kg,78.4,dirty,17,2026-03-22,20.0,16.01,Jaipur,true
PET Bottle,Plastic,bottle,Civil Lines,kg,82.0,clean,179,2026-08-31,20.0,22.18,Jaipur,true
PET Bottle,Plastic,bottle,Model Town,kg,88.5,dirty,27,2026-04-01,20.0,16.6,Jaipur,true
PET Bottle,Plastic,bottle,Model Town,kg,53.7,mixed,49,2026-04-23,20.0,18.67,Jaipur,true
PET Bottle,Plastic,bottle,Hasanpura,kg,49.8,clean,9,2026-03-14,20.0,20.82,Jaipur,true
PET Bottle,Plastic,bottle,Durgapura,kg,39.5,mixed,170,2026-08-22,20.0,20.79,Jaipur,true
PET Bottle,Plastic,bottle,Ramnagariya,kg,93.9,dirty,54,2026-04-28,20.0,14.72,Jaipur,true
PET Bottle,Plastic,bottle,Raja Park,kg,55.7,clean,11,2026-03-16,20.0,20.21,Jaipur,true
PET Bottle,Plastic,bottle,Sodala,kg,25.3,dirty,88,2026-06-01,20.0,13.58,Jaipur,true
PET Bottle,Plastic,bottle,Vaishali Nagar,kg,10.0,dirty,101,2026-06-14,20.0,15.78,Jaipur,true
PET Bottle,Plastic,bottle,Tonk Road,kg,13.2,mixed,50,2026-04-24,20.0,17.31,Jaipur,true
PET Bottle,Plastic,bottle,Tonk Road,kg,25.5,mixed,4,2026-03-09,20.0,18.69,Jaipur,true
PET Bottle,Plastic,bottle,Shyam Nagar,kg,61.6,clean,131,2026-07-14,20.0,19.16,Jaipur,true
PET Bottle,Plastic,bottle,Tonk Road,kg,108.5,damaged,36,2026-04-10,20.0,13.44,Jaipur,true
PET Bottle,Plastic,bottle,Adarsh Nagar,kg,43.8,dirty,19,2026-03-24,20.0,14.73,Jaipur,true
PET Bottle,Plastic,bottle,Tonk Road,kg,55.2,dirty,48,2026-04-22,20.0,15.0,Jaipur,true
PET Bottle,Plastic,bottle,Hasanpura,kg,55.0,clean,96,2026-06-09,20.0,19.62,Jaipur,true
PET Bottle,Plastic,bottle,Civil Lines,kg,49.7,mixed,34,2026-04-08,20.0,19.07,Jaipur,true
PET Bottle,Plastic,bottle,Malviya Nagar,kg,94.5,mixed,162,2026-08-14,20.0,20.15,Jaipur,true
PET Bottle,Plastic,bottle,Model Town,kg,40.7,mixed,59,2026-05-03,20.0,17.19,Jaipur,true
PET Bottle,Plastic,bottle,Tonk Road,kg,6.1,mixed,37,2026-04-11,20.0,17.58,Jaipur,true
PET Bottle,Plastic,bottle,Sodala,kg,111.8,mixed,126,2026-07-09,20.0,18.13,Jaipur,true
PET Bottle,Plastic,bottle,Gopalpura,kg,46.9,dirty,82,2026-05-26,20.0,13.87,Jaipur,true
PET Bottle,Plastic,bottle,Chandpole,kg,61.8,dirty,86,2026-05-30,20.0,14.8,Jaipur,true
PET Bottle,Plastic,bottle,Vaishali Nagar,kg,34.7,damaged,114,2026-06-27,20.0,14.54,Jaipur,true
PET Bottle,Plastic,bottle,Hasanpura,kg,26.3,mixed,84,2026-05-28,20.0,17.84,Jaipur,true
PET Bottle,Plastic,bottle,Malviya Nagar,kg,39.1,mixed,9,2026-03-14,20.0,17.49,Jaipur,true
PET Bottle,Plastic,bottle,Airport Area,kg,109.6,mixed,157,2026-08-09,20.0,21.37,Jaipur,true
PET Bottle,Plastic,bottle,Raja Park,kg,105.7,clean,27,2026-04-01,20.0,20.36,Jaipur,true
PET Bottle,Plastic,bottle,C-Scheme,kg,47.7,mixed,47,2026-04-21,20.0,17.81,Jaipur,true
PET Bottle,Plastic,bottle,Mansarovar,kg,51.1,damaged,72,2026-05-16,20.0,13.8,Jaipur,true
PET Bottle,Plastic,bottle,Patrakar Colony,kg,29.9,mixed,68,2026-05-12,20.0,15.83,Jaipur,true
PET Bottle,Plastic,bottle,Mansarovar,kg,82.9,mixed,172,2026-08-24,20.0,22.68,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Shyam Nagar,kg,71.8,mixed,12,2026-03-17,10.0,9.26,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Vaishali Nagar,kg,104.3,mixed,179,2026-08-31,10.0,10.96,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Civil Lines,kg,22.4,clean,38,2026-04-12,10.0,10.17,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Shyam Nagar,kg,35.2,dirty,72,2026-05-16,10.0,6.77,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Barkat Nagar,kg,51.0,mixed,51,2026-04-25,10.0,9.63,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Sodala,kg,30.2,mixed,141,2026-07-24,10.0,9.21,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Civil Lines,kg,80.6,mixed,132,2026-07-15,10.0,9.85,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Patrakar Colony,kg,18.2,dirty,25,2026-03-30,10.0,7.47,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Hasanpura,kg,20.7,mixed,3,2026-03-08,10.0,10.45,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Barkat Nagar,kg,13.1,clean,120,2026-07-03,10.0,10.07,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Nirman Nagar,kg,81.5,mixed,73,2026-05-17,10.0,8.76,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Patrakar Colony,kg,53.6,mixed,103,2026-06-16,10.0,8.68,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Hasanpura,kg,37.3,clean,153,2026-08-05,10.0,11.13,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Mahesh Nagar,kg,48.1,dirty,97,2026-06-10,10.0,7.55,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Adarsh Nagar,kg,83.3,damaged,60,2026-05-04,10.0,6.22,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Raja Park,kg,65.9,mixed,62,2026-05-06,10.0,9.09,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Model Town,kg,94.7,damaged,58,2026-05-02,10.0,6.8,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Mansarovar,kg,33.4,clean,96,2026-06-09,10.0,9.54,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Vaishali Nagar,kg,15.3,mixed,12,2026-03-17,10.0,9.81,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Vaishali Nagar,kg,66.2,damaged,148,2026-07-31,10.0,7.71,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Nirman Nagar,kg,26.7,clean,113,2026-06-26,10.0,9.71,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,MI Road,kg,10.9,mixed,137,2026-07-20,10.0,8.72,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,MI Road,kg,75.1,dirty,174,2026-08-26,10.0,8.48,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Chandpole,kg,104.5,clean,140,2026-07-23,10.0,10.55,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Malviya Nagar,kg,95.0,dirty,146,2026-07-29,10.0,7.72,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,MI Road,kg,113.8,mixed,24,2026-03-29,10.0,9.24,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Adarsh Nagar,kg,82.8,dirty,88,2026-06-01,10.0,6.7,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Model Town,kg,59.8,clean,47,2026-04-21,10.0,9.85,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Gopalpura,kg,60.6,dirty,114,2026-06-27,10.0,7.73,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Gopalpura,kg,74.6,clean,29,2026-04-03,10.0,9.7,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Durgapura,kg,100.4,clean,137,2026-07-20,10.0,10.06,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Model Town,kg,99.6,damaged,161,2026-08-13,10.0,8.22,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,MI Road,kg,34.7,mixed,159,2026-08-11,10.0,9.74,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Vaishali Nagar,kg,70.0,mixed,66,2026-05-10,10.0,9.26,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Airport Area,kg,84.3,mixed,45,2026-04-19,10.0,9.37,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Sodala,kg,46.5,mixed,8,2026-03-13,10.0,9.32,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Vaishali Nagar,kg,95.7,mixed,158,2026-08-10,10.0,11.28,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Raja Park,kg,3.5,clean,46,2026-04-20,10.0,9.28,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Mahesh Nagar,kg,87.1,mixed,94,2026-06-07,10.0,9.0,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Barkat Nagar,kg,9.8,damaged,6,2026-03-11,10.0,7.76,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Patrakar Colony,kg,59.6,mixed,94,2026-06-07,10.0,7.92,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Nirman Nagar,kg,51.8,clean,92,2026-06-05,10.0,9.03,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Barkat Nagar,kg,47.2,mixed,155,2026-08-07,10.0,10.74,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Ramnagariya,kg,33.9,mixed,106,2026-06-19,10.0,8.36,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Civil Lines,kg,115.8,dirty,13,2026-03-18,10.0,8.39,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Tonk Road,kg,19.8,mixed,171,2026-08-23,10.0,9.78,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Mansarovar,kg,98.7,dirty,76,2026-05-20,10.0,7.71,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Hasanpura,kg,75.4,mixed,44,2026-04-18,10.0,9.67,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Civil Lines,kg,54.5,mixed,176,2026-08-28,10.0,10.93,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Malviya Nagar,kg,112.6,dirty,9,2026-03-14,10.0,7.73,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Chandpole,kg,77.9,mixed,32,2026-04-06,10.0,9.76,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Nirman Nagar,kg,106.1,mixed,164,2026-08-16,10.0,11.0,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,C-Scheme,kg,83.3,dirty,48,2026-04-22,10.0,7.89,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,C-Scheme,kg,55.7,mixed,129,2026-07-12,10.0,9.5,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,C-Scheme,kg,44.5,damaged,119,2026-07-02,10.0,6.79,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Mahesh Nagar,kg,67.3,mixed,77,2026-05-21,10.0,9.0,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Malviya Nagar,kg,78.3,dirty,34,2026-04-08,10.0,7.7,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Ramnagariya,kg,18.1,dirty,174,2026-08-26,10.0,8.01,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Barkat Nagar,kg,99.5,mixed,19,2026-03-24,10.0,10.21,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Tonk Road,kg,100.4,dirty,38,2026-04-12,10.0,7.92,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Raja Park,kg,118.9,mixed,83,2026-05-27,10.0,8.7,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Mansarovar,kg,32.1,mixed,158,2026-08-10,10.0,10.95,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Tonk Road,kg,85.6,mixed,128,2026-07-11,10.0,8.91,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Civil Lines,kg,44.5,mixed,96,2026-06-09,10.0,8.67,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,MI Road,kg,5.5,clean,45,2026-04-19,10.0,8.84,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,MI Road,kg,54.9,clean,8,2026-03-13,10.0,9.82,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Mahesh Nagar,kg,46.7,mixed,126,2026-07-09,10.0,9.45,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Tonk Road,kg,111.6,mixed,8,2026-03-13,10.0,9.35,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Patrakar Colony,kg,107.7,dirty,132,2026-07-15,10.0,7.66,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Patrakar Colony,kg,106.0,dirty,162,2026-08-14,10.0,8.57,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Raja Park,kg,112.5,mixed,31,2026-04-05,10.0,9.58,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Ramnagariya,kg,51.4,mixed,86,2026-05-30,10.0,7.88,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Vaishali Nagar,kg,113.2,mixed,16,2026-03-21,10.0,10.21,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Mahesh Nagar,kg,12.5,clean,26,2026-03-31,10.0,10.31,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,C-Scheme,kg,9.3,clean,83,2026-05-27,10.0,8.74,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Nirman Nagar,kg,56.4,mixed,94,2026-06-07,10.0,8.6,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Mahesh Nagar,kg,90.8,mixed,143,2026-07-26,10.0,10.28,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Shyam Nagar,kg,41.2,dirty,16,2026-03-21,10.0,7.58,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Airport Area,kg,74.2,mixed,138,2026-07-21,10.0,9.87,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Vaishali Nagar,kg,31.4,dirty,83,2026-05-27,10.0,7.54,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Sodala,kg,95.2,clean,101,2026-06-14,10.0,9.37,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,C-Scheme,kg,62.1,dirty,56,2026-04-30,10.0,7.69,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Gopalpura,kg,108.2,mixed,16,2026-03-21,10.0,9.21,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Tonk Road,kg,37.1,dirty,122,2026-07-05,10.0,7.3,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Gopalpura,kg,107.3,dirty,136,2026-07-19,10.0,7.62,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,C-Scheme,kg,20.3,mixed,106,2026-06-19,10.0,8.95,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Nirman Nagar,kg,87.0,mixed,12,2026-03-17,10.0,9.76,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Adarsh Nagar,kg,118.8,clean,170,2026-08-22,10.0,10.56,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Mansarovar,kg,63.9,dirty,126,2026-07-09,10.0,8.42,Jaipur,true
Plastic Jar (5 Litre),Plastic,jar,Vaishali Nagar,kg,45.3,dirty,166,2026-08-18,10.0,9.22,Jaipur,true
Plastic Jar (15 Litre),Plastic,jar,Mansarovar,kg,20.6,mixed,89,2026-06-02,10.0,8.73,Jaipur,true
Plastic Jar (15 Litre),Plastic,jar,Ramnagariya,kg,58.8,damaged,73,2026-05-17,10.0,6.02,Jaipur,true
Plastic Jar (15 Litre),Plastic,jar,Chandpole,kg,99.1,clean,140,2026-07-23,10.0,10.55,Jaipur,true
Plastic Jar (15 Litre),Plastic,jar,Shyam Nagar,kg,63.6,dirty,6,2026-03-11,10.0,8.36,Jaipur,true
Plastic Jar (15 Litre),Plastic,jar,Barkat Nagar,kg,9.4,dirty,58,2026-05-02,10.0,7.74,Jaipur,true
Plastic Jar (15 Litre),Plastic,jar,Shyam Nagar,kg,65.6,mixed,57,2026-05-01,10.0,8.71,Jaipur,true
Plastic Jar (15 Litre),Plastic,jar,Airport Area,kg,16.4,clean,149,2026-08-01,10.0,10.05,Jaipur,true
Plastic Jar (15 Litre),Plastic,jar,Chandpole,kg,119.4,dirty,71,2026-05-15,10.0,7.43,Jaipur,true
